person_nbr,officer_id,full_name,first_name_npi,last_name_npi,agency_name_score,full_name_score,first_name_oov,oov_middle_initial,last_name_oov,rank,agency_name,oov_agency_name,start_date,end_date
135511,78506,POLLY GRIFFIN,POLLY,GRIFFIN,0.95,1.0,POLLY,F.,GRIFFIN,PATROLMAN/OFFICER,VIRGINIA COMMONWEALTH UNIVERSITY POLICE DEPT,VIRGINIA COMMONWEALTH UNIVERSITY POLICE,2006-05-10,2022-02-11
146173,85720,CRAIG BRANCH,CRAIG,BRANCH,0.95,1.0,CRAIG,L.,BRANCH,PATROLMAN/OFFICER,VIRGINIA COMMONWEALTH UNIVERSITY POLICE DEPT,VIRGINIA COMMONWEALTH UNIVERSITY POLICE,2002-07-10,2007-01-24
147409,53849,SURAFEL WONDIMU,SURAFEL,WONDIMU,0.95,1.0,SURAFEL,Zewdie,WONDIMU,PATROLMAN/OFFICER,VIRGINIA COMMONWEALTH UNIVERSITY POLICE DEPT,VIRGINIA COMMONWEALTH UNIVERSITY POLICE,2011-04-10,2014-07-24
3839,89608,OWEN HEINE,OWEN,HEINE,0.95,1.0,OWEN,Robert,HEINE,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1997-07-21,2005-01-21
14217,92516,TOBY LIVERMORE,TOBY,LIVERMORE,0.95,1.0,TOBY,,LIVERMORE,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2016-09-26,2019-08-06
25006,78306,ROBERT KEMERY,ROBERT,KEMERY,0.95,1.0,ROBERT,,KEMERY,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2008-12-10,2014-08-27
29000,5376,AMY SHUPE,AMY,SHUPE,0.95,1.0,AMY,M.,SHUPE,PATROLMAN/OFFICER,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1998-07-13,2001-11-26
31551,29088,SCOTT TERRY,SCOTT,TERRY,0.95,1.0,SCOTT,E.,TERRY,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2011-03-25,2012-07-10
31274,54216,DONALD BORST,DONALD,BORST,0.95,1.0,DONALD,A.,BORST,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2014-09-10,2018-01-09
36228,85427,WAYNE HICKMAN,WAYNE,HICKMAN,0.95,1.0,WAYNE,W.,HICKMAN,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1998-07-13,2003-09-26
38410,40487,CARSON ALTIZER,CARSON,ALTIZER,0.95,1.0,CARSON,,ALTIZER,WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1995-07-26,2002-06-03
47275,78101,GERALD CROSBY,GERALD,CROSBY,0.95,1.0,GERALD,M.,CROSBY,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1997-07-21,2012-09-01
60916,89637,ROGER NIPPER,ROGER,NIPPER,0.95,1.0,ROGER,L.,NIPPER,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2000-10-16,2004-01-16
62411,51189,NIKITA BURKE,NIKITA,BURKE,0.95,1.0,NIKITA,R.,BURKE,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2016-09-26,2019-04-25
66950,82510,TONY MCFADDIN,TONY,MCFADDIN,0.95,1.0,TONY,A.,MCFADDIN,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2007-12-10,2013-05-17
62316,45522,MATTHEW THOMAS,MATTHEW,THOMAS,0.95,1.0,MATTHEW,Steven,THOMAS,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2016-09-26,2019-05-30
87683,89621,DERRICK KEKIC,DERRICK,KEKIC,0.95,1.0,DERRICK,Andrew,KEKIC,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2000-10-16,2004-01-05
93151,6791,CHARLES LEFTWICH,CHARLES,LEFTWICH,0.95,1.0,CHARLES,B.,LEFTWICH,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2016-09-26,2019-08-15
116974,41378,STEPHEN EADES,STEPHEN,EADES,0.95,1.0,STEPHEN,B,EADES,PATROLMAN/OFFICER,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1998-07-13,2000-07-27
109620,42389,STEVEN BOGGS,STEVEN,BOGGS,0.95,1.0,STEVEN,B.,BOGGS,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2003-07-28,2008-08-16
99282,85169,CHRISTOPHER DOTTEN,CHRISTOPHER,DOTTEN,0.95,1.0,CHRISTOPHER,John,DOTTEN,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1989-02-21,1999-10-15
118017,40013,ZACHARY BARNETT,ZACHARY,BARNETT,0.95,1.0,ZACHARY,,BARNETT,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2014-09-10,2016-10-30
106748,51192,THOMAS CHAPMAN,THOMAS,CHAPMAN,0.95,1.0,THOMAS,E.,CHAPMAN,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2004-09-10,2005-11-16
126298,85048,DANIEL PEACOCK,DANIEL,PEACOCK,0.95,1.0,DANIEL,Gray,PEACOCK,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2014-09-10,2016-07-17
137561,85556,RONALD HENRY,RONALD,HENRY,0.95,1.0,RONALD,B.,HENRY,COLONEL,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,1987-02-16,2016-06-01
141594,89605,LYNDON HAWKINS,LYNDON,HAWKINS,0.95,1.0,LYNDON,R.,HAWKINS,GAME WARDEN,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES,VIRGINIA DEPARTMENT OF WILDLIFE RESOURCES (DWR) POLICE,2014-09-10,2017-07-18
90034,83590,DONALD WAGNER,DONALD,WAGNER,0.9268292999267578,1.0,DONALD,Lee,WAGNER,PART-TIME OFFICER,VIRGINIA HIGHLANDS COMMUNITY COLLEGE PD,VIRGINIA HIGHLANDS COMMUNITY COLLEGE POLICE,2016-05-02,2016-09-09
107991,51176,RANDALL ANDIS,RANDALL,ANDIS,0.9268292999267578,1.0,RANDALL,B.,ANDIS,CHIEF,VIRGINIA HIGHLANDS COMMUNITY COLLEGE PD,VIRGINIA HIGHLANDS COMMUNITY COLLEGE POLICE,2012-06-18,2019-12-31
9165,42464,DONALD BORY,DONALD,BORY,0.95,1.0,DONALD,L.,BORY,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2008-03-03,2012-06-01
2554,32828,CHRISTOPHER GEARY,CHRISTOPHER,GEARY,0.95,1.0,CHRISTOPHER,J.,GEARY,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2002-07-02,2004-12-24
46334,85801,PETER GREEN,PETER,GREEN,0.95,1.0,PETER,A.,GREEN,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2002-12-30,2003-01-13
67164,32464,KARL BOONE,KARL,BOONE,0.95,1.0,KARL,R.,BOONE,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2006-09-25,2006-11-12
24689,32833,NATHAN HEDRICK,NATHAN,HEDRICK,0.95,1.0,NATHAN,A.,HEDRICK,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2017-06-12,2018-08-05
64018,30041,DAVID BRUCKHEIMER,DAVID,BRUCKHEIMER,0.95,1.0,DAVID,O.,BRUCKHEIMER,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2017-03-13,2020-01-20
116943,85715,FRANK JOHNSON,FRANK,JOHNSON,0.95,1.0,FRANK,E.,JOHNSON,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2002-01-28,2003-11-07
129963,42452,THOMAS WILLIAMS,THOMAS,WILLIAMS,0.95,1.0,THOMAS,C.,WILLIAMS,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2019-06-24,2020-07-03
97215,89716,JOHN RICHARDSON,JOHN,RICHARDSON,0.95,1.0,JOHN,H.,RICHARDSON,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2007-08-01,2009-05-01
128825,90240,PATRICK ARAOJO,PATRICK,ARAOJO,0.95,1.0,PATRICK,E.,ARAOJO,PATROLMAN/OFFICER,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,1997-05-01,1997-09-25
140729,23323,SALVADOR CASTRUITA,SALVADOR,CASTRUITA,0.95,1.0,SALVADOR,,CASTRUITA,LIEUTENANT,VIRGINIA PORT AUTHORITY POLICE DEPT,VIRGINIA PORT AUTHORITY POLICE,2003-12-02,2012-05-25
2155,77252,TAYLOR MCKAY,TAYLOR,MCKAY,0.95,1.0,TAYLOR,Ray,MCKAY,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2013-03-25,2013-06-21
1731,5726,JONATHAN ZARKAUSKAS,JONATHAN,ZARKAUSKAS,0.95,1.0,JONATHAN,Buckley,ZARKAUSKAS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2001-03-10,2009-09-25
5619,50917,JOHN CARMODY,JOHN,CARMODY,0.95,1.0,JOHN,R.,CARMODY,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2008-12-10,2015-05-09
6439,39498,CHRISTOPHER CARSWELL,CHRISTOPHER,CARSWELL,0.95,1.0,CHRISTOPHER,L.,CARSWELL,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1996-09-01,1997-06-02
8509,4006,MICHAEL BANISH,MICHAEL,BANISH,0.95,1.0,MICHAEL,J.,BANISH,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2004-01-10,2012-11-05
5988,4335,BRIAN DIBBLE,BRIAN,DIBBLE,0.95,1.0,BRIAN,Joseph,DIBBLE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-10-25,2015-02-20
8383,86326,REGINALD OLIVIER,REGINALD,OLIVIER,0.95,1.0,REGINALD,D.,OLIVIER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2018-07-25,2018-11-08
6646,88427,DAVID JOHNSON,DAVID,JOHNSON,0.95,1.0,DAVID,,JOHNSON,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1984-07-16,2012-09-01
11900,53749,MICHAEL TOKARSKI,MICHAEL,TOKARSKI,0.95,1.0,MICHAEL,S.,TOKARSKI,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-02-25,2017-04-17
11028,52678,JOHN BRADSHAW,JOHN,BRADSHAW,0.95,1.0,JOHN,E.,BRADSHAW,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2013-02-25,2014-12-01
11637,4228,ANDREW BROWN,ANDREW,BROWN,0.95,1.0,ANDREW,Joseph,BROWN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2020-03-25,2020-03-25
17430,4096,MATTHEW COTTEN,MATTHEW,COTTEN,0.95,1.0,MATTHEW,Wesley,COTTEN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1996-10-16,2005-09-23
11619,4682,GARY HORNER,GARY,HORNER,0.95,1.0,GARY,R.,HORNER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1998-10-25,2002-06-17
14526,4592,JAMES HAGER,JAMES,HAGER,0.95,1.0,JAMES,G.,HAGER,SPECIAL AGENT,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-10-25,2020-02-09
12360,52790,SCOTT COLWELL,SCOTT,COLWELL,0.95,1.0,SCOTT,A.,COLWELL,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1997-12-10,2003-04-06
14618,4966,ROBERT MATIKONIS,ROBERT,MATIKONIS,0.95,1.0,ROBERT,Joseph,MATIKONIS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1998-03-10,2005-09-09
17213,4472,CHRISTOPHER FRANCIS,CHRISTOPHER,FRANCIS,0.95,1.0,CHRISTOPHER,Robert,FRANCIS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-02-25,2015-01-09
17326,4197,RAYMOND BARRETT,RAYMOND,BARRETT,0.95,1.0,RAYMOND,James,BARRETT,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1998-10-25,2016-12-24
17921,5531,ANDREW TOTH,ANDREW,TOTH,0.95,1.0,ANDREW,Michael,TOTH,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2020-03-25,2020-03-25
17048,82874,THOMAS LYNCH,THOMAS,LYNCH,0.95,1.0,THOMAS,E.,LYNCH,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-10-25,2014-09-28
18748,5409,JONATHAN SMITH,JONATHAN,SMITH,0.95,1.0,JONATHAN,E.,SMITH,SERGEANT,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2005-02-10,2011-06-25
20345,5717,JOSEPH YOKIEL,JOSEPH,YOKIEL,0.95,1.0,JOSEPH,Paul,YOKIEL,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-10-25,2017-06-23
21635,4978,MATTHEW MAZZOCCO,MATTHEW,MAZZOCCO,0.95,1.0,MATTHEW,Jordon,MAZZOCCO,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2011-06-25,2011-07-14
20607,4159,TYRONE CURRY,TYRONE,CURRY,0.95,1.0,TYRONE,Daniel,CURRY,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2003-01-10,2009-10-02
22420,4492,PATRICK GALLAGHER,PATRICK,GALLAGHER,0.95,1.0,PATRICK,M.,GALLAGHER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1998-03-10,2003-09-24
20721,4057,AUSTIN ALBRIGHT,AUSTIN,ALBRIGHT,0.95,1.0,AUSTIN,L.,ALBRIGHT,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2015-03-25,2020-01-10
22301,4124,DENNIS BICKING,DENNIS,BICKING,0.95,1.0,DENNIS,Robert,BICKING,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2005-08-25,2010-05-10
21145,4532,GREGORY GOLDSTEIN,GREGORY,GOLDSTEIN,0.95,1.0,GREGORY,J.,GOLDSTEIN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2005-08-25,2013-04-07
31287,4732,JASON JENKINS,JASON,JENKINS,0.95,1.0,JASON,Michael,JENKINS,FIRST SERGEANT,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2001-03-10,2019-12-31
29901,23403,SADIE BOONE,SADIE,BOONE,0.95,1.0,SADIE,,BOONE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1995-09-16,1999-08-09
33341,53197,MATTHEW KRAMER,MATTHEW,KRAMER,0.95,1.0,MATTHEW,Ryan,KRAMER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2013-04-25,2017-04-15
30484,5371,STEPHEN SHOOK,STEPHEN,SHOOK,0.95,1.0,STEPHEN,P.,SHOOK,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-02-25,2016-09-25
29268,45200,TRAVIS ALLEN,TRAVIS,ALLEN,0.95,1.0,TRAVIS,,ALLEN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2002-02-25,2003-01-10
29562,7119,PATRICK MCCRANIE,PATRICK,MCCRANIE,0.95,1.0,PATRICK,,MCCRANIE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1989-09-07,2015-04-30
30780,91977,JOSEPH WALTERS,JOSEPH,WALTERS,0.95,1.0,JOSEPH,W.,WALTERS,CAPTAIN,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1993-11-01,2015-06-24
35784,5460,SEAN STINNETT,SEAN,STINNETT,0.95,1.0,SEAN,Michael,STINNETT,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2019-08-21,2019-09-04
30577,53710,JOHN SYKES,JOHN,SYKES,0.95,1.0,JOHN,David,SYKES,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2006-07-10,2006-12-22
31115,73918,REGINALD REAVIS,REGINALD,REAVIS,0.95,1.0,REGINALD,Gerard,REAVIS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-10-25,2008-10-27
38962,4988,CHRISTOPHER MCCLURE,CHRISTOPHER,MCCLURE,0.95,1.0,CHRISTOPHER,Joseph,MCCLURE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1988-03-01,2007-04-27
34253,85793,GEORNAE FOY,GEORNAE,FOY,0.95,1.0,GEORNAE,N.,FOY,DISPATCH/COMM OFF,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2019-03-20,2019-09-09
39748,45386,JASON CROWDER,JASON,CROWDER,0.95,1.0,JASON,Leo,CROWDER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2002-02-25,2016-07-13
38357,85189,DONALD DEAN,DONALD,DEAN,0.95,1.0,DONALD,,DEAN,SERGEANT,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2002-10-10,2018-06-29
45048,42277,EARLE FOLTZ,EARLE,FOLTZ,0.95,1.0,EARLE,Eugene,FOLTZ,MASTER TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1974-07-01,2004-05-31
40073,76342,ANDREW MCCORMICK,ANDREW,MCCORMICK,0.95,1.0,ANDREW,P.,MCCORMICK,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1996-09-01,2000-11-24
40101,53074,MICHAEL HOOD,MICHAEL,HOOD,0.95,1.0,MICHAEL,Steven,HOOD,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2000-05-10,2003-03-23
40996,5092,CHRISTOPHER MURPHY,CHRISTOPHER,MURPHY,0.95,1.0,CHRISTOPHER,L.,MURPHY,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2001-03-10,2001-03-20
41849,4237,QUINTON BUCHANAN,QUINTON,BUCHANAN,0.95,1.0,QUINTON,A.,BUCHANAN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2010-10-10,2017-08-12
40512,82987,FRANKLIN MYRTLE,FRANKLIN,MYRTLE,0.95,1.0,FRANKLIN,J.,MYRTLE,PATROLMAN/OFFICER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1999-06-10,2002-09-20
42656,23404,STEVEN BOWMAN,STEVEN,BOWMAN,0.95,1.0,STEVEN,,BOWMAN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-10-25,2013-08-10
44997,24083,ETHAN BLISS,ETHAN,BLISS,0.95,1.0,ETHAN,,BLISS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2019-08-21,2019-08-22
53083,4924,JUSTIN LYLE,JUSTIN,LYLE,0.95,1.0,JUSTIN,Matthew,LYLE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2011-06-25,2011-07-08
51570,54245,JONATHAN PINE,JONATHAN,PINE,0.95,1.0,JONATHAN,R.,PINE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-10-25,2012-01-09
51721,4925,TASHAWN LYLE,TASHAWN,LYLE,0.95,1.0,TASHAWN,J.,LYLE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-10-25,2016-01-22
48255,53268,JONATHAN LONG,JONATHAN,LONG,0.95,1.0,JONATHAN,D.,LONG,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2000-05-10,2003-03-09
48731,5685,ANGELA WITT,ANGELA,WITT,0.95,1.0,ANGELA,S.,WITT,SPECIAL AGENT,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1993-11-01,2003-08-28
49325,86018,LOREN TOMLIN,LOREN,TOMLIN,0.95,1.0,LOREN,H.,TOMLIN,MASTER TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1989-08-16,2016-09-01
49226,53114,CARL JENKINS,CARL,JENKINS,0.95,1.0,CARL,I.,JENKINS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1996-09-01,2001-02-05
49723,3945,BOBBY ADDINGTON,BOBBY,ADDINGTON,0.95,1.0,BOBBY,A.,ADDINGTON,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2004-06-25,2006-05-03
54187,5233,ISAIAH PUCKETT,ISAIAH,PUCKETT,0.95,1.0,ISAIAH,Chance,PUCKETT,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2017-10-24,2018-01-29
52105,82988,CHAZ NIANG,CHAZ,NIANG,0.95,1.0,CHAZ,M.,NIANG,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2013-03-25,2013-06-22
52543,52552,AARON ADAMS,AARON,ADAMS,0.95,1.0,AARON,Michael,ADAMS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2006-07-10,2015-07-26
51923,86023,COLLIN WILSON,COLLIN,WILSON,0.95,1.0,COLLIN,P.,WILSON,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2011-06-25,2016-07-01
62538,6804,TY FARRINGTON,TY,FARRINGTON,0.95,1.0,TY,D.,FARRINGTON,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2010-10-10,2011-03-30
58537,4365,JEFFREY DURR,JEFFREY,DURR,0.95,1.0,JEFFREY,A.,DURR,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1993-11-01,2002-08-30
58280,40517,CHAD EVERSOLE,CHAD,EVERSOLE,0.95,1.0,CHAD,E,EVERSOLE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2003-01-10,2003-01-12
60324,5097,NATASHA NASH,NATASHA,NASH,0.95,1.0,NATASHA,Moore,NASH,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2000-05-10,2003-11-15
59082,5536,AUBREY TREAKLE,AUBREY,TREAKLE,0.95,1.0,AUBREY,Byron,TREAKLE,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1999-06-10,2004-03-19
57069,4139,MICHAEL BAKER,MICHAEL,BAKER,0.95,1.0,MICHAEL,E.,BAKER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1987-09-16,1996-09-04
59672,3921,MICHELLE ANAYA,MICHELLE,ANAYA,0.95,1.0,MICHELLE,,ANAYA,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1997-12-10,2003-08-25
60740,85980,JOHN CUSTER,JOHN,CUSTER,0.95,1.0,JOHN,T.,CUSTER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2012-02-25,2018-07-24
58472,45341,ERIC HARRIS,ERIC,HARRIS,0.95,1.0,ERIC,A.,HARRIS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2002-10-13,2003-10-26
60292,4607,DANIEL HAMRICK,DANIEL,HAMRICK,0.95,1.0,DANIEL,Whitt,HAMRICK,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2007-02-25,2011-10-01
60945,52763,JASON CHANDLER,JASON,CHANDLER,0.95,1.0,JASON,E.,CHANDLER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2005-02-10,2012-02-24
63118,5456,JESSEE STILTNER,JESSEE,STILTNER,0.95,1.0,JESSEE,Allen,STILTNER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2015-04-25,2015-10-08
62071,31017,THOMAS CURTIS,THOMAS,CURTIS,0.95,1.0,THOMAS,Joseph,CURTIS,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2001-03-10,2003-12-31
64577,4109,TRAVIS CHATTIN,TRAVIS,CHATTIN,0.95,1.0,TRAVIS,Charles,CHATTIN,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),1989-01-01,2005-04-25
66739,4681,CLARENCE HORNER,CLARENCE,HORNER,0.95,1.0,CLARENCE,Jerry,HORNER,TROOPER,VIRGINIA STATE POLICE,VIRGINIA STATE POLICE (VSP),2006-07-10,2007-12-01
